organism_name,locus_tag,system_id,system_size,carrier_type,role_from_pfam,pfam_domains,gene_summary,kegg_ko_id,tcdb_family,substrate_provisional,substrate_confidence,substrate_source,organic_c_vs_inorganic,importer_vs_exporter,sbp_bac3_bucket,catabolic_neighbors
Alteromonas macleodii HOT1A3,ACZ81_08920,ACZ81_S0032,3,ABC-cassette-complete,permease,BPD_transp_1,ynjC :: ABC transporter permease :: transport system permease component,K05778,,ynjC ::,inferred,product/eggNOG,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_08925,ACZ81_S0032,3,ABC-cassette-complete,ATP-binding,ABC_tran,ynjD :: ATP-binding cassette domain-containing protein :: ABC transporter,K05779,,unresolved,inferred,none,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_08975,ACZ81_S0327,1,other,other/unclear,HTH_1 ; LysR_substrate,LysR family transcriptional regulator :: LysR substrate binding domain,,,LysR family transcriptional regulator,inferred,product/eggNOG,ambiguous,importer,NA,ACZ81_08980
Alteromonas macleodii HOT1A3,ACZ81_08980,ACZ81_S0328,1,other,other/unclear,Flavodoxin_2,NAD(P)H-dependent oxidoreductase :: Flavodoxin-like fold,K11748,2.A.37.1.2,glutathione-regulated potassium-efflux system ancillary protein KefG,confident,KO,dual-C+N,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_09000,ACZ81_S0329,1,other,other/unclear,HTH_1 ; LysR_substrate,LysR family transcriptional regulator :: Transcriptional regulator,,,LysR family transcriptional regulator,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09005,ACZ81_S0330,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent siderophore receptor :: TonB dependent receptor,K02014,The Outer Membrane Receptor (OMR) Family,iron complex outermembrane recepter protein,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09010,ACZ81_S0331,1,other,other/unclear,DUF3526,DUF3526 domain-containing protein,K01992,The ATP-binding Cassette (ABC) Superfamily,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09015,ACZ81_S0332,1,other,other/unclear,ABC2_membrane_2 ; DUF3526,ABC transporter permease,K01992,The ATP-binding Cassette (ABC) Superfamily,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09020,ACZ81_S0033,1,other-permease,ATP-binding,ABC_tran,"drrA :: ABC transporter ATP-binding protein :: AAA domain, putative AbiEii toxin, Type IV TA system",K01990,The ATP-binding Cassette (ABC) Superfamily,drrA ::,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_09075,ACZ81_S0333,1,other,other/unclear,Polyketide_cyc,ratA :: type II toxin-antitoxin system RatA family toxin :: COG2867 Oligoketide cyclase lipid transport protein,,,type II toxin-antitoxin system RatA family toxin,inferred,product/eggNOG,organic-C,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_09090,ACZ81_S0334,1,other,other/unclear,BCCT,betT :: BCCT family transporter :: Belongs to the BCCT transporter (TC 2.A.15) family,K02168,2.A.15.1.3 ; 2.A.15.1.4,choline/glycine/proline betaine,confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09095,ACZ81_S0335,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: receptor,,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09325,ACZ81_S0336,1,other,other/unclear,LptE,"lptE :: LPS-assembly lipoprotein LptE :: Together with LptD, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane. Required for the proper assembly of LptD. Binds LPS and may serve as the LPS recognition site at the outer membrane",K03643,1.B.42.1,LPS-assembly lipoprotein,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_09335,ACZ81_S0337,1,other,other/unclear,AHSA1 ; Polyketide_cyc2,SRPBCC family protein :: glyoxalase III activity,,,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09390,ACZ81_S0338,1,other,other/unclear,SecG,secG :: preprotein translocase subunit SecG :: Involved in protein export. Participates in an early event of protein translocation,K03075,3.A.5.1 ; 3.A.5.2,preprotein translocase subunit SecG,confident,KO,ambiguous,exporter,NA,ACZ81_09385|ACZ81_09400
Alteromonas macleodii HOT1A3,ACZ81_09445,ACZ81_S0339,1,other,other/unclear,SSF,putP :: sodium/proline symporter PutP :: Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family,K03307 ; K11928,2.A.21.2,solute:Na+,confident,KO,dual-C+N,importer,NA,ACZ81_09440|ACZ81_09450
Alteromonas macleodii HOT1A3,ACZ81_09460,ACZ81_S0340,1,other,other/unclear,MS_channel_2nd,mechanosensitive ion channel family protein :: Mechanosensitive ion channel,,,unresolved,inferred,none,ambiguous,importer,NA,ACZ81_09455|ACZ81_09465
Alteromonas macleodii HOT1A3,ACZ81_09540,ACZ81_S0341,1,other,other/unclear,SnoaL_2,nuclear transport factor 2-like protein :: -,,,nuclear,inferred,product/eggNOG,ambiguous,importer,NA,ACZ81_09545
Alteromonas macleodii HOT1A3,ACZ81_09580,ACZ81_S0342,1,secondary-carrier,secondary-carrier,MFS_1,yhjX :: hypothetical protein :: COG0477 Permeases of the major facilitator superfamily,,,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09595,ACZ81_S0343,1,secondary-carrier,secondary-carrier,MFS_1,yhjX :: MFS transporter :: COG0477 Permeases of the major facilitator superfamily,,,yhjX :: MFS,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09610,ACZ81_S0344,1,secondary-carrier,secondary-carrier,MFS_1,yhjX :: MFS transporter :: COG0477 Permeases of the major facilitator superfamily,,,yhjX :: MFS,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09620,ACZ81_S0345,1,other,other/unclear,TonB_C,"energy transducer TonB :: Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",K03832,2.C.1.1,periplasmic protein TonB,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09650,ACZ81_S0346,1,other,other/unclear,EI24,"cysZ :: sulfate transporter CysZ :: High affinity, high specificity proton-dependent sulfate transporter, which mediates sulfate uptake. Provides the sulfur source for the cysteine synthesis pathway",K06203,,CysZ protein,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09675,ACZ81_S0347,1,other,other/unclear,Competence ; DUF4131 ; Lactamase_B,comA :: DNA internalization-related competence protein ComEC/Rec2 :: DNA internalization-related competence protein ComEC Rec2,K02238,3.A.11.1 ; 3.A.11.2,competence protein ComEC,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09680,ACZ81_S0034,1,other-permease,permease,ABC_membrane ; ABC_tran,msbA :: lipid A export permease/ATP-binding protein MsbA :: Involved in lipid A export and possibly also in glycerophospholipid export and for biogenesis of the outer membrane. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation,K11085,3.A.1.106,lipid A export,inferred,product/eggNOG,organic-C,exporter,NA,ACZ81_09685
Alteromonas macleodii HOT1A3,ACZ81_09705,ACZ81_S0035,1,ABC-orphan-SBP,substrate-binding,SBP_bac_3,"substrate-binding periplasmic protein :: Bacterial extracellular solute-binding proteins, family 3",K02030,3.A.1.3,polar amino acid,confident,KO,dual-C+N,importer,transport-inferred,ACZ81_09700
Alteromonas macleodii HOT1A3,ACZ81_09815,ACZ81_S0348,1,other,other/unclear,OMP_b-brl_3 ; Plug ; TonB_dep_Rec_b-barrel,"TonB-dependent receptor :: COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,The Outer Membrane Receptor (OMR) Family,iron complex outermembrane recepter protein,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09825,ACZ81_S0349,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,"TonB-dependent receptor :: COG1629 Outer membrane receptor proteins, mostly Fe transport",,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_09860,ACZ81_S0350,1,secondary-carrier,secondary-carrier,MFS_1 ; MFS_2,MFS transporter :: COG0477 Permeases of the major facilitator superfamily,K16211,2.A.2.6,maltose/moltooligosaccharide,confident,KO,organic-C,importer,NA,ACZ81_09855|ACZ81_09865
Alteromonas macleodii HOT1A3,ACZ81_09870,ACZ81_S0036,1,ABC-orphan-SBP,substrate-binding,LacI ; Peripla_BP_3,LacI family DNA-binding transcriptional regulator :: transcriptional,,,LacI family DNA-binding transcriptional regulator,inferred,product/eggNOG,ambiguous,importer,NA,ACZ81_09865
Alteromonas macleodii HOT1A3,ACZ81_10085,ACZ81_S0351,1,other,other/unclear,HTH_1 ; LysR_substrate,LysR family transcriptional regulator :: Transcriptional regulator,K17737,,"LysR family transcriptional regulator, carnitine catabolism transcriptional activator",confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_10100,ACZ81_S0352,1,other,other/unclear,HTH_1 ; LysR_substrate,cysB :: HTH-type transcriptional regulator CysB :: Transcriptional regulator,K13634,,"LysR family transcriptional regulator, cys regulon transcriptional activator",confident,KO,ambiguous,importer,NA,ACZ81_10095|ACZ81_10105
Alteromonas macleodii HOT1A3,ACZ81_10200,ACZ81_S0353,1,other,other/unclear,SNF,sodium-dependent transporter :: Sodium:neurotransmitter symporter family,K03308,2.A.22.4 ; 2.A.22.5,neurotransmitter:Na+,confident,KO,inorganic,importer,NA,ACZ81_10195
Alteromonas macleodii HOT1A3,ACZ81_10205,ACZ81_S0354,1,other,other/unclear,Na_H_antiporter,nhaC :: Na+/H+ antiporter NhaC :: Na H antiporter,K03315,The NhaC Na+:H+ Antiporter (NhaC) Family,Na+:H+,confident,KO,ambiguous,importer,NA,ACZ81_10210
Alteromonas macleodii HOT1A3,ACZ81_10235,ACZ81_S0355,1,other,other/unclear,MMPL,efflux RND transporter permease subunit :: exporters of the RND superfamily,K07003,,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,ACZ81_10240
Alteromonas macleodii HOT1A3,ACZ81_10260,ACZ81_S0037,1,other-permease,ATP-binding,ABC_tran ; ABC_tran_CTD ; ABC_tran_Xtn,uup :: ATP-binding cassette ATPase Uup :: COG0488 ATPase components of ABC transporters with duplicated ATPase domains,K15738,3.A.1.120.6,uup :: ATP-binding cassette ATPase Uup :: COG0488 ATPase components of,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_10345,ACZ81_S0356,1,other,other/unclear,Na_H_Exchanger ; TrkA_N,ybaL :: cation:proton antiporter family protein :: Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family,K03455,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,K+:H+,confident,KO,ambiguous,importer,NA,ACZ81_10340
Alteromonas macleodii HOT1A3,ACZ81_10365,ACZ81_S0357,1,other,other/unclear,COX1,"ccoN :: cytochrome-c oxidase, cbb3-type subunit I :: Belongs to the heme-copper respiratory oxidase family",K00404,3.D.4.3,cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],confident,KO,inorganic,importer,NA,ACZ81_10370
Alteromonas macleodii HOT1A3,ACZ81_10370,ACZ81_S0358,1,other,other/unclear,FixO,"ccoO :: cytochrome-c oxidase, cbb3-type subunit II :: COG2993 Cbb3-type cytochrome oxidase, cytochrome c subunit",K00405,3.D.4.3,cytochrome c oxidase cbb3-type subunit II,confident,KO,ambiguous,importer,NA,ACZ81_10365|ACZ81_10375
Alteromonas macleodii HOT1A3,ACZ81_10375,ACZ81_S0359,1,other,other/unclear,FixQ,"ccoQ :: cbb3-type cytochrome oxidase subunit 3 :: COG4736 Cbb3-type cytochrome oxidase, subunit 3",K00407,3.D.4.3,cytochrome c oxidase cbb3-type subunit IV,confident,KO,ambiguous,importer,NA,ACZ81_10370|ACZ81_10380
Alteromonas macleodii HOT1A3,ACZ81_10380,ACZ81_S0360,1,other,other/unclear,Cytochrome_CBB3 ; FixP_N,"ccoP :: cytochrome-c oxidase, cbb3-type subunit III :: C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex",K00406,3.D.4.3,cytochrome c oxidase cbb3-type subunit III,confident,KO,ambiguous,importer,NA,ACZ81_10375
Alteromonas macleodii HOT1A3,ACZ81_10390,ACZ81_S0361,1,other,other/unclear,ATPase-cat_bd ; E1-E2_ATPase ; HMA ; Hydrolase,ccoI :: heavy metal translocating P-type ATPase :: COG2217 Cation transport ATPase,K01533,3.A.3.5,P-type Cu2+,confident,KO,inorganic,importer,NA,ACZ81_10395
Alteromonas macleodii HOT1A3,ACZ81_10400,ACZ81_S0362,1,other,other/unclear,DsbD_2,braZ :: sulfite exporter TauE/SafE family protein :: Cytochrome C biogenesis protein transmembrane region,K09792,,unresolved,inferred,none,inorganic,exporter,NA,ACZ81_10395
Alteromonas macleodii HOT1A3,ACZ81_10440,ACZ81_S0363,1,other,other/unclear,LysE,LysE family translocator :: Lysine exporter protein (LysE YggA),,,LysE family translocator,inferred,product/eggNOG,dual-C+N,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_10485,ACZ81_S0364,1,other,other/unclear,GIY-YIG ; HHH ; HHH_2 ; HHH_5 ; UVR ; UvrC_RNaseH_dom,uvrC :: excinuclease ABC subunit UvrC :: The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5^ and 3^ sides of the lesion. The N-terminal half is responsible for the 3^ incision and the C-terminal half is responsible for the 5^ incision,K03703,,excinuclease,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_10535,ACZ81_S0365,1,other,other/unclear,HTH_1 ; LysR_substrate,LysR family transcriptional regulator :: Transcriptional regulator,,,LysR family transcriptional regulator,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_10550,ACZ81_S0366,1,other,other/unclear,Bax1-I,yccA :: Bax inhibitor-1/YccA family protein :: Belongs to the BI1 family,K19416,1.A.14.2.1,modulator of FtsH protease,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_10585,ACZ81_S0367,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,"TonB-dependent receptor plug domain-containing protein :: COG1629 Outer membrane receptor proteins, mostly Fe transport",,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,ACZ81_10580
Alteromonas macleodii HOT1A3,ACZ81_10595,ACZ81_S0368,1,other,other/unclear,CRCB,"fluC :: fluoride efflux transporter CrcB :: Fluoride-specific ion channel. Important for reducing fluoride concentration in the cell, thus reducing its toxicity",K06199,1.A.43.1 ; 1.A.43.2 ; 1.A.43.3,fluoride exporter,confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_10610,ACZ81_S0369,1,other,other/unclear,FtsK_4TM ; FtsK_SpoIIIE ; FtsK_alpha ; FtsK_gamma,ftsK :: DNA translocase FtsK :: COG1674 DNA segregation ATPase FtsK SpoIIIE and related proteins,K03466,The Septal DNA Translocator (S-DNA-T) Family,"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_10735,ACZ81_S0370,1,secondary-carrier,secondary-carrier,EamA,DMT family transporter :: COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,,,DMT family,inferred,product/eggNOG,ambiguous,importer,NA,ACZ81_10730|ACZ81_10740
Alteromonas macleodii HOT1A3,ACZ81_10745,ACZ81_S0371,1,other,other/unclear,Lipoprotein_18,"bamC :: outer membrane protein assembly factor BamC :: Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",K07287,1.B.33.1,outer membrane protein assembly factor BamC,confident,KO,ambiguous,importer,NA,ACZ81_10740|ACZ81_10750
Alteromonas macleodii HOT1A3,ACZ81_10765,ACZ81_S0372,1,other,other/unclear,AI-2E_transport,perM :: AI-2E family transporter :: permease,K03548,2.A.86.1,AI-2E family,inferred,product/eggNOG,ambiguous,importer,NA,ACZ81_10760
Alteromonas macleodii HOT1A3,ACZ81_10880,ACZ81_S0373,1,other,other/unclear,MatE,mdtK :: MATE family efflux transporter :: COG0534 Na -driven multidrug efflux pump,K03327,2.A.66.1,MATE family efflux,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_10910,ACZ81_S0374,1,other,other/unclear,,nuclear transport factor 2 family protein :: -,,,nuclear,inferred,product/eggNOG,ambiguous,importer,NA,ACZ81_10900
Alteromonas macleodii HOT1A3,ACZ81_11050,ACZ81_S0375,1,other,other/unclear,TANGO2,NRDE family protein :: Transport and Golgi organisation 2,,,unresolved,inferred,none,ambiguous,importer,NA,ACZ81_11055
Alteromonas macleodii HOT1A3,ACZ81_11100,ACZ81_S0376,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,"TonB-dependent receptor :: COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,The Outer Membrane Receptor (OMR) Family,iron complex outermembrane recepter protein,confident,KO,inorganic,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_11115,ACZ81_S0377,1,other,other/unclear,ACR_tran ; DUF805,efflux RND transporter permease subunit :: Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,,,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,ACZ81_11110
Alteromonas macleodii HOT1A3,ACZ81_11120,ACZ81_S0378,1,other,other/unclear,BSH_CzcB,efflux RND transporter periplasmic adaptor subunit :: Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,,,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_11170,ACZ81_S0379,1,other,other/unclear,FUR,fur :: ferric iron uptake transcriptional regulator :: Belongs to the Fur family,K03711,,"Fur family transcriptional regulator, ferric",confident,KO,inorganic,importer,NA,ACZ81_11175
Alteromonas macleodii HOT1A3,ACZ81_11205,ACZ81_S0380,1,other,other/unclear,Beta-barrel_RND_2 ; BSH_RND ; YknX_C,efflux RND transporter periplasmic adaptor subunit :: Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,K03585,2.A.6.2 ; 8.A.1.6,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_11210,ACZ81_S0381,1,other,other/unclear,ACR_tran,mdtB :: efflux RND transporter permease subunit :: Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,2.A.6.2,"hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_11215,ACZ81_S0382,1,other,other/unclear,ACR_tran,efflux RND transporter permease subunit :: Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,2.A.6.2,"hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_11295,ACZ81_S0383,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: receptor,K02014,The Outer Membrane Receptor (OMR) Family,iron complex outermembrane recepter protein,confident,KO,inorganic,importer,NA,
