locus_tag,strain_short,substrates,tier,func_evidence,export_evidence
ALTBGP6_01706,BGP6,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
ALTBGP6_01797,BGP6,nucleic acid;organic phosphate,A: degradative + exported,Pfam Endonuclease/Exonuclease/phosphatase family | Pfam Endonuclease I,signal:Signal peptide (Sec/SPI)
ALTBGP6_01820,BGP6,nucleic acid;organic phosphate,A: degradative + exported,EC 3.1.30.- (Endoribonucleases active with either ribo- or deoxyribonucleic acids and producing 5^-phosphomonoesters) | GO-MF endonuclease activity,loc:Extracellular;signal:Signal peptide (Sec/SPI)
ALTBGP6_02182,BGP6,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
ALTBGP6_02414,BGP6,organic phosphate,A: degradative + exported,Pfam Alkaline phosphatase PhoX,signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_02445,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
ALTBGP6_02664,BGP6,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.27 (phosphatidylglycerophosphatase),
ALTBGP6_02797,BGP6,organic phosphate,A: degradative + exported,EC 3.1.3.1 (alkaline phosphatase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_02854,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
ALTBGP6_03096,BGP6,organic phosphate,A: degradative + exported,"Pfam Beta-lactamase hydrolase-like protein, phosphatase-like domain",signal:Signal peptide (Sec/SPI)
ALTBGP6_03097,BGP6,organic phosphate,"B: degradative, export uncertain",Pfam Low molecular weight phosphotyrosine protein phosphatase,
ALTBGP6_03193,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
ALTBGP6_03305,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
ALTBGP6_03312,BGP6,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.3 (phosphoserine phosphatase),
ALTBGP6_03320,BGP6,organic phosphate,"B: degradative, export uncertain",Pfam Chemotaxis phosphatase CheX,
ALTBGP6_03354,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
ALTBGP6_03468,BGP6,organic phosphate,A: degradative + exported,Pfam Alkaline phosphatase PhoX,signal:TAT signal peptide (Tat/SPI)
ALTBGP6_00063,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
ALTBGP6_00216,BGP6,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.11 (fructose-bisphosphatase),
ALTBGP6_00309,BGP6,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.18 (phosphoglycolate phosphatase),
ALTBGP6_00333,BGP6,organic phosphate,A: degradative + exported,GO-MF cyclic-guanylate-specific phosphodiesterase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_00406,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
ALTBGP6_03805,BGP6,organic phosphate,A: degradative + exported,"Pfam HAD superfamily, subfamily IIIB (Acid phosphatase)",loc:Outer membrane;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_03911,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
ALTBGP6_00627,BGP6,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.- (Phosphoric monoester hydrolases),
ALTBGP6_00670,BGP6,organic phosphate,A: degradative + exported,EC 3.1.3.1 (alkaline phosphatase),signal:Signal peptide (Sec/SPI)
ALTBGP6_00710,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
EZ55_RS21010,BGP6,organic phosphate,"B: degradative, export uncertain","Pfam HAD superfamily, subfamily IIIB (Acid phosphatase)",
ALTBGP6_01290,BGP6,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.- (Phosphoric monoester hydrolases),
ALTBGP6_01431,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
ALTBGP6_01550,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
ALTBGP6_01689,BGP6,organic phosphate,A: degradative + exported,EC 3.1.3.8 (3-phytase),signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_01909,BGP6,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
ALTBGP6_01913,BGP6,organic phosphate,A: degradative + exported,EC 3.1.3.16 (protein-serine/threonine phosphatase),loc:Periplasmic
ALTBGP6_02253,BGP6,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_02255,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
ALTBGP6_02256,BGP6,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_02264,BGP6,protein/peptide,A: degradative + exported,EC 3.4.14.- (Dipeptidyl-peptidases and tripeptidyl-peptidases),signal:Signal peptide (Sec/SPI)
ALTBGP6_02273,BGP6,protein/peptide,A: degradative + exported,EC 3.4.21.26 (prolyl oligopeptidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_02329,BGP6,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
ALTBGP6_02437,BGP6,protein/peptide,A: degradative + exported,EC 3.4.11.2 (membrane alanyl aminopeptidase),signal:Signal peptide (Sec/SPI)
ALTBGP6_02495,BGP6,protein/peptide,A: degradative + exported,EC 3.4.16.- (Serine-type carboxypeptidases),signal:Signal peptide (Sec/SPI)
ALTBGP6_02534,BGP6,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
ALTBGP6_02540,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
ALTBGP6_02555,BGP6,protein/peptide,A: degradative + exported,EC 3.4.21.83 (oligopeptidase B),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_02599,BGP6,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_02600,BGP6,protein/peptide,A: degradative + exported,EC 3.4.21.89 (signal peptidase I),signal:Signal peptide (Sec/SPI)
ALTBGP6_02616,BGP6,protein/peptide,A: degradative + exported,EC 3.4.21.- (Serine endopeptidases),signal:Signal peptide (Sec/SPI)
ALTBGP6_02684,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.89 (signal peptidase I),
ALTBGP6_02711,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.36 (signal peptidase II),
ALTBGP6_02791,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.105 (rhomboid protease),
ALTBGP6_02804,BGP6,protein/peptide,A: degradative + exported,EC 3.4.21.- (Serine endopeptidases),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
ALTBGP6_02835,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.22.- (Cysteine endopeptidases),
ALTBGP6_02881,BGP6,protein/peptide,A: degradative + exported,Pfam Metallopeptidase family M24,signal:Signal peptide (Sec/SPI)
ALTBGP6_02892,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
ALTBGP6_02919,BGP6,protein/peptide,"B: degradative, export uncertain",Pfam Vault protein inter-alpha-trypsin domain,
ALTBGP6_02920,BGP6,protein/peptide,A: degradative + exported,EC 3.4.22.70 (sortase A),signal:Signal peptide (Sec/SPI)
ALTBGP6_02932,BGP6,protein/peptide,A: degradative + exported,EC 3.4.23.- (Aspartic endopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_02936,BGP6,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_02971,BGP6,protein/peptide,A: degradative + exported,EC 3.4.13.9 (Xaa-Pro dipeptidase),signal:TAT signal peptide (Tat/SPI)
ALTBGP6_02973,BGP6,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular
ALTBGP6_02998,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
ALTBGP6_03002,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.43 (prepilin peptidase),
ALTBGP6_03020,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
ALTBGP6_03033,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
ALTBGP6_03039,BGP6,protein/peptide,A: degradative + exported,EC 3.4.13.19 (membrane dipeptidase),signal:Signal peptide (Sec/SPI)
ALTBGP6_03044,BGP6,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
ALTBGP6_03054,BGP6,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_03147,BGP6,protein/peptide,A: degradative + exported,GO-MF peptidase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_03162,BGP6,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_03271,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.11.1 (leucyl aminopeptidase),
ALTBGP6_03276,BGP6,protein/peptide,A: degradative + exported,Pfam Insulinase (Peptidase family M16),loc:Extracellular
ALTBGP6_03292,BGP6,protein/peptide,A: degradative + exported,Pfam Metallo-peptidase family M12B Reprolysin-like,loc:Extracellular;signal:Signal peptide (Sec/SPI)
ALTBGP6_03303,BGP6,protein/peptide,A: degradative + exported,GO-MF serine-type endopeptidase activity,loc:Extracellular;signal:Signal peptide (Sec/SPI)
ALTBGP6_03380,BGP6,protein/peptide,A: degradative + exported,EC 3.4.14.5 (dipeptidyl-peptidase IV),signal:Signal peptide (Sec/SPI)
ALTBGP6_03431,BGP6,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
ALTBGP6_03457,BGP6,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular;signal:Signal peptide (Sec/SPI)
ALTBGP6_03463,BGP6,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_00047,BGP6,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
ALTBGP6_00067,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.105 (rhomboid protease),
ALTBGP6_00114,BGP6,protein/peptide,"B: degradative, export uncertain",Pfam Peptidase family M41,
ALTBGP6_00223,BGP6,protein/peptide,A: degradative + exported,EC 3.4.21.102 (C-terminal processing peptidase),signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_00230,BGP6,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_00239,BGP6,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
ALTBGP6_00283,BGP6,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
ALTBGP6_00306,BGP6,protein/peptide,"B: degradative, export uncertain",GO-MF metalloendopeptidase activity,
ALTBGP6_00377,BGP6,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_00385,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
ALTBGP6_00394,BGP6,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_00427,BGP6,protein/peptide,A: degradative + exported,EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),loc:Extracellular
ALTBGP6_00437,BGP6,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
ALTBGP6_00462,BGP6,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Outer membrane;signal:Signal peptide (Sec/SPI)
ALTBGP6_00490,BGP6,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_00499,BGP6,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
ALTBGP6_00510,BGP6,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_03543,BGP6,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_03550,BGP6,protein/peptide,A: degradative + exported,Pfam Peptidase propeptide and YPEB domain,signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_03556,BGP6,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular;signal:Signal peptide (Sec/SPI)
ALTBGP6_03592,BGP6,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
ALTBGP6_03642,BGP6,protein/peptide,A: degradative + exported,Pfam BlaR1 peptidase M56,signal:Signal peptide (Sec/SPI)
ALTBGP6_03664,BGP6,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
ALTBGP6_03682,BGP6,protein/peptide,A: degradative + exported,EC 3.4.24.71 (endothelin-converting enzyme 1),signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_03722,BGP6,protein/peptide,A: degradative + exported,GO-MF peptidase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_03723,BGP6,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
ALTBGP6_03819,BGP6,protein/peptide,A: degradative + exported,Pfam Subtilase family,signal:Signal peptide (Sec/SPI)
ALTBGP6_03886,BGP6,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
ALTBGP6_03976,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.22.- (Cysteine endopeptidases),
ALTBGP6_03981,BGP6,protein/peptide,A: degradative + exported,GO-MF metallocarboxypeptidase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_04010,BGP6,protein/peptide,A: degradative + exported,Pfam Prolyl oligopeptidase family,signal:Signal peptide (Sec/SPI)
ALTBGP6_04020,BGP6,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_00561,BGP6,protein/peptide,A: degradative + exported,Pfam Peptidase family M23,loc:Outer membrane;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_00669,BGP6,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,loc:Extracellular
ALTBGP6_00676,BGP6,protein/peptide,A: degradative + exported,GO-MF dipeptidyl-peptidase activity,signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_00800,BGP6,protein/peptide,A: degradative + exported,GO-MF serine-type endopeptidase activity,loc:Periplasmic
ALTBGP6_00801,BGP6,protein/peptide,A: degradative + exported,EC 3.4.21.107 (peptidase Do),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
ALTBGP6_00839,BGP6,protein/peptide,A: degradative + exported,EC 3.4.19.1 (acylaminoacyl-peptidase),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
ALTBGP6_00858,BGP6,protein/peptide,A: degradative + exported,EC 3.4.11.- (Aminopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_00885,BGP6,protein/peptide,A: degradative + exported,Pfam Peptidase_C39 like family,signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_00887,BGP6,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_01013,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.24.- (Metalloendopeptidases),
ALTBGP6_01102,BGP6,protein/peptide,A: degradative + exported,Pfam Peptidase M15,signal:Signal peptide (Sec/SPI)
ALTBGP6_01103,BGP6,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,signal:Signal peptide (Sec/SPI)
ALTBGP6_04110,BGP6,protein/peptide,"B: degradative, export uncertain",GO-MF aspartic-type endopeptidase activity,
ALTBGP6_01128,BGP6,protein/peptide,A: degradative + exported,EC 3.4.24.71 (endothelin-converting enzyme 1),signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_01219,BGP6,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_01248,BGP6,protein/peptide,A: degradative + exported,Pfam Peptidase family M28,loc:Extracellular;signal:Signal peptide (Sec/SPI)
ALTBGP6_01265,BGP6,protein/peptide,A: degradative + exported,GO-MF aminopeptidase activity,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_01289,BGP6,protein/peptide,"B: degradative, export uncertain",Pfam Insulinase (Peptidase family M16),
ALTBGP6_01300,BGP6,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_01433,BGP6,protein/peptide,A: degradative + exported,Pfam Peptidase propeptide and YPEB domain,signal:Signal peptide (Sec/SPI)
ALTBGP6_01460,BGP6,protein/peptide,A: degradative + exported,Pfam Prolyl oligopeptidase family,signal:Signal peptide (Sec/SPI)
ALTBGP6_01465,BGP6,protein/peptide,A: degradative + exported,Pfam Aspartyl protease,signal:Signal peptide (Sec/SPI)
ALTBGP6_01488,BGP6,protein/peptide,A: degradative + exported,EC 3.4.13.9 (Xaa-Pro dipeptidase),signal:Signal peptide (Sec/SPI)
ALTBGP6_01556,BGP6,protein/peptide,"B: degradative, export uncertain",Pfam D-alanyl-D-alanine carboxypeptidase,
ALTBGP6_01606,BGP6,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic
ALTBGP6_01610,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
ALTBGP6_01641,BGP6,protein/peptide,A: degradative + exported,Pfam Bacterial pre-peptidase C-terminal domain,signal:Signal peptide (Sec/SPI)
ALTBGP6_01681,BGP6,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
ALTBGP6_01748,BGP6,protein/peptide,A: degradative + exported,EC 3.4.17.- (Metallocarboxypeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_01769,BGP6,protein/peptide,A: degradative + exported,Pfam X-Pro dipeptidyl-peptidase (S15 family),signal:Signal peptide (Sec/SPI)
ALTBGP6_01807,BGP6,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
ALTBGP6_01878,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
ALTBGP6_01886,BGP6,protein/peptide,A: degradative + exported,EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),signal:Signal peptide (Sec/SPI)
ALTBGP6_01889,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
ALTBGP6_01903,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.24.- (Metalloendopeptidases),
ALTBGP6_01949,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
ALTBGP6_02013,BGP6,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
ALTBGP6_02029,BGP6,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
ALTBGP6_02030,BGP6,protein/peptide,"B: degradative, export uncertain",Pfam M61 glycyl aminopeptidase,
